Stream,Year,Date,Month,Lab ID,Conductivity,TDS,Hardness,pH,TSS,IB,Turbidity,Alkalinity,Bicarbonate,Carbonate,Hydroxide,Chloride,Fluoride,Sulphate,AmmoniaN,NitrateN,NitriteN,Orthophosphate ,Phosphorus,TKN,Aluminum,Antimony ,Arsenic,Barium ,Beryllium,Bismuth,Boron ,Cadmium,Calcium,Cesium,Chromium,Cobalt,Copper,Iron,Lead,Lithium,Magnesium,Manganese,Mercury,Molybdenum,Nickel,Potassium,Rubidium,Selenium,Silicon,Silver,Sodium,Strontium,Sulfur,Tellurium,Thallium,Thorium,Tin,Titanium,Tungsten,Uranium,Vanadium,Zinc,Zirconium,TOC,Notes
Moose-Nero,1998,23-May-98,May,,31.8,,7,6.33,5,,1.6,,,,,,,,0.033,0.569,,<0.001,0.025,,0.0337,0.00012,0.00019,0.0072,<0.0002,,0.003,<0.00005,,,0.0005,0.0002,0.0018,0.02,<0.00005,,,0.0146,<0.00002,0.00229,0.0016,,,<0.0001,,0.0001,,,,,,,,,,0.0001,0.0002,0.0034,,,
Moose-Nero,1998,23-May-98,May,,33.8,,7,6.44,<2,,1.6,,,,,,,,0.025,0.57,,0.002,0.024,,0.0313,0.00013,0.00015,0.0066,<0.0002,,<0.002,<0.00005,,,0.0004,0.0007,0.0018,0.01,<0.00005,,,0.0153,<0.00002,0.0213,0.0018,,,<0.0001,,<0.0001,,,,,,,,,,0.0001,0.0001,0.0048,,,
Moose-Nero,1998,23-May-98,May,,32.9,,7,6.4,4,,1.8,,,,,,,,0.024,0.571,,0.001,0.027,,0.0318,0.00009,0.00019,0.007,<0.0002,,0.002,<0.00005,,,0.00047,0.0002,0.0017,0.01,<0.00005,,,0.0139,<0.00002,0.00219,0.0014,,,<0.0001,,<0.0001,,,,,,,,,,0.0001,0.0002,0.0036,,,
Nema-Martine,1998,23-May-98,May,,22.4,,5,6.32,4,,0.7,,,,,,,,0.007,0.121,,<0.001,0.015,,0.0379,0.0001,0.00013,0.0046,<0.0002,,<0.002,<0.00005,,,0.00045,0.0001,0.0013,<0.01,0.00005,,,0.0118,<0.00002,0.00045,0.0012,,,<0.0001,,<0.0001,,,,,,,,,,0.00007,0.0002,0.0044,,,
Nema-Martine,1998,23-May-98,May,,22,,5,6.32,3,,0.7,,,,,,,,0.008,0.122,,<0.001,0.015,,0.034,0.00005,0.00014,0.0044,<0.0002,,<0.002,<0.00005,,,0.00049,0.0001,0.0012,<0.01,0.00006,,,0.0107,<0.00002,0.00043,0.0009,,,<0.0001,,<0.0001,,,,,,,,,,0.00007,0.0002,0.0039,,,
Nema-Martine,1998,23-May-98,May,,21.5,,5,6.28,4,,0.8,,,,,,,,0.007,0.122,,<0.001,0.015,,0.0347,0.00008,0.00014,0.0045,<0.0002,,<0.002,<0.00005,,,0.00046,0.0001,0.0012,<0.01,<0.00005,,,0.0115,<0.00002,0.00044,0.001,,,<0.0001,,<0.0001,,,,,,,,,,0.00007,0.0002,0.0037,,,
Slipper-Lac de Gras,1998,23-May-98,May,,20.8,,5,6.34,<2,,0.6,,,,,,,,0.012,0.025,,<0.001,0.01,,0.0309,0.00063,0.00014,0.0039,<0.0002,,0.002,<0.00005,,,0.00045,0.0001,0.001,<0.01,<0.00005,,,0.0112,<0.00002,<0.00006,0.0011,,,<0.0001,,0.0001,,,,,,,,,,<0.00005,0.0001,0.0026,,,
Slipper-Lac de Gras,1998,23-May-98,May,,19.7,,5,6.26,<2,,0.6,,,,,,,,0.005,0.025,,<0.001,0.008,,0.0317,0.00052,0.00015,0.0039,<0.0002,,<0.002,<0.00005,,,0.00044,0.0001,0.0011,<0.01,<0.00005,,,0.0095,<0.00002,<0.00006,0.0012,,,<0.0001,,<0.0001,,,,,,,,,,0.00005,0.0001,0.0018,,,
Slipper-Lac de Gras,1998,23-May-98,May,,21.1,,5,6.27,3,,0.6,,,,,,,,0.026,0.025,,<0.001,0.008,,0.0319,0.00054,0.00014,0.0038,<0.0002,,<0.002,<0.00005,,,0.00047,<0.0001,0.0011,<0.01,<0.00005,,,0.0088,<0.00002,<0.00006,0.0011,,,<0.0001,,<0.0001,,,,,,,,,,0.00006,0.0002,0.0018,,,
Kodiak-Little,1998,19-Jun-98,June,,20,15,5.99,6.91,2,,2,4,,,,0.9,,2,0.009020197,0.234630406,0.01260603,0.002503518,0.019,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kodiak-Little,1998,19-Jun-98,June,,20,22,6.14,6.67,3,,2.2,4,,,,1,,2,0.009969424,0.234630406,0.01540737,0.002583211,0.017,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Counts Outflow,1998,25-Jun-98,June,,16,,3,6.49,<2,,0.9,,,,,,,,<0.005,<0.006,,<0.001,0.009,,0.0063,<0.00003,0.00019,0.00145,<0.0002,,0.002,<0.00005,,,<0.00006,<0.0001,<0.0006,0.015,<0.00005,,0.362,0.002,<0.00002,<0.00006,0.00034,,,<0.0001,,<0.0001,,,,,,,,,,<0.00005,0.00008,0.0026,,,
Kodiak-Little,1998,25-Jun-98,June,,28.4,,5,6.6,3,,1.3,,,,,,,,<0.005,0.089,<0.001,0.018,,,0.0197,0.00009,0.00025,0.00491,<0.0002,,0.002,<0.00005,,,<0.00006,<0.0001,0.0018,0.021,<0.00005,,0.505,0.0004,<0.00002,0.00198,0.0008,,,<0.0001,,<0.0001,,,,,,,,,,0.0001,0.00018,0.0025,,,
Kodiak-Little,1998,25-Jun-98,June,,22.6,,5,6.48,3,,1.4,,,,,,,,<0.005,0.089,<0.001,0.017,,,0.0198,0.00012,0.00026,0.00485,<0.0002,,0.002,<0.00005,,,<0.00006,<0.0001,0.0017,0.021,<0.00005,,0.515,0.0004,<0.00002,0.00205,0.00082,,,<0.0001,,<0.0001,,,,,,,,,,0.0001,0.00019,0.0037,,,
Kodiak-Little,1998,25-Jun-98,June,,22.8,,5,6.48,<2,,1.5,,,,,,,,<0.005,0.086,<0.001,0.017,,,0.0204,0.00009,0.00025,0.00498,<0.0002,,0.006,<0.00005,,,0.00009,0.0004,0.0018,0.022,<0.00005,,0.517,0.0004,<0.00002,0.00205,0.00084,,,<0.0001,,<0.0001,,,,,,,,,,0.0001,0.00012,0.0024,,,
Nanuq Outflow,1998,25-Jun-98,June,,13,,3,6.39,<2,,0.4,,,,,,,,<0.005,<0.006,,<0.001,0.004,,0.0038,<0.00003,<0.00003,0.00141,<0.0002,,<0.001,<0.00005,,,<0.00006,<0.0001,<0.0006,<0.005,<0.00005,,0.277,0.0008,<0.00002,<0.00006,0.00033,,,<0.0001,,<0.0001,,,,,,,,,,<0.00005,<0.00005,0.002,,,
Vulture-Polar,1998,25-Jun-98,June,,12.7,,3,6.3,<2,,0.6,,,,,,,,<0.005,<0.006,,<0.001,0.007,,0.0278,0.00012,0.00019,0.00327,<0.0002,,<0.001,<0.00005,,,0.00012,<0.0001,0.001,0.028,<0.00005,,0.413,0.0021,<0.00002,<0.00006,0.00073,,,<0.0001,,<0.0001,,,,,,,,,,<0.00005,0.0001,0.0016,,,
Kodiak-Little,1998,26-Jun-98,June,,21,12,5.69,6.62,<1,,1.5,5,,,,1,,2,0.007351135,0.093076104,0.000534801,0.001418698,0.017,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nema-Martine,1998,26-Jun-98,June,,22.6,,5,6.64,<2,,1,,,,,,,,<0.005,<0.006,,<0.001,0.008,,0.0119,0.00012,0.0002,0.00315,<0.0002,,0.002,<0.00005,,,<0.00005,<0.0001,0.0051,0.02,0.00021,,0.533,0.0017,<0.00002,0.00041,0.00062,,,<0.0001,,<0.0001,,,,,,,,,,<0.00005,0.00011,0.0079,,,
Slipper-Lac de Gras,1998,26-Jun-98,June,,16.9,,4,6.57,<2,,0.7,,,,,,,,<0.005,<0.006,,<0.001,0.008,,0.0108,0.0001,0.00019,0.00253,<0.0002,,0.001,<0.00005,,,<0.00006,<0.0001,0.0012,0.01,<0.00005,,0.406,0.0011,<0.00002,0.00007,0.00041,,,<0.0001,,<0.0001,,,,,,,,,,<0.00005,0.00009,0.0008,,,
Moose-Nero,1998,27-Jun-98,June,,19.9,,4,6.52,<2,,1,,,,,,,,<0.005,0.078,,<0.001,0.012,,0.0125,0.00016,0.00018,0.00371,<0.0002,,0.001,<0.00005,,,<0.00006,<0.0001,0.0012,0.019,<0.00005,,0.445,0.002,<0.00002,0.00064,0.00053,,,<0.0001,,<0.0001,,,,,,,,,,<0.00005,0.0001,0.0021,,,
Lower PDC,1998,29-Jun-98,June,,21.7,,,6.6,1,,2,,,,,,,,0.032,0.23,,0.0005,0.01,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lower PDC,1998,29-Jun-98,June,,21.7,,,6.5,1,,1.9,,,,,,,,,0.2,,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kodiak-Little,1998,14-Jul-98,July,,21,12,6.28,6.69,4,,2.7,6,,,,1,,2,0.002432909,0.005149771,<0.001,<0.001,0.009,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kodiak-Little,1998,14-Jul-98,July,,21,11,6.35,6.69,5,,2.6,5,,,,1.1,,2,0.003209471,0.003170375,0.000534801,<0.001,0.011,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1616-30 (LLCF),1998,20-Jul-98,July,,16.9,,,6.6,2,,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lower PDC,1998,20-Jul-98,July,,32.5,,,6.7,4,,1.8,,,,,,,,0.031,0.39,,0.002,0.01,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vulture-Polar,1998,20-Jul-98,July,,15,,4,6.38,<2,,0.7,,,,,,,,0.009,0.008,,<0.001,0.008,,0.0279,0.00016,0.00026,0.00304,<0.0002,,<0.001,<0.00005,,,0.00048,0.0001,0.001,0.104,<0.00005,,0.567,0.0065,<0.00002,<0.00006,0.00062,,,<0.0001,,<0.0001,,,,,,,,,,<0.00005,0.00007,0.0024,,,
Vulture-Polar,1998,20-Jul-98,July,,14.1,,4,6.4,<2,,0.6,,,,,,,,0.006,0.008,,<0.001,0.007,,0.0194,0.00007,0.00023,0.00243,<0.0002,,<0.001,<0.00005,,,0.00054,<0.0001,0.0009,0.072,<0.00005,,0.522,0.0016,<0.00002,<0.00006,0.0005,,,<0.0001,,<0.0001,,,,,,,,,,<0.00005,0.00006,<0.0008,,,
Vulture-Polar,1998,20-Jul-98,July,,16,,4,6.44,<2,,0.5,,,,,,,,0.009,0.008,,<0.001,0.01,,0.0201,0.00006,0.00024,0.00261,<0.0002,,<0.001,<0.00005,,,0.00057,<0.0001,0.0009,0.074,<0.00005,,0.529,<0.0016,<0.00002,<0.00006,0.00051,,,<0.0001,,<0.0001,,,,,,,,,,<0.00005,0.00006,<0.0008,,,
Moose-Nero,1998,21-Jul-98,July,,23.2,,6,6.69,<2,,0.4,,,,,,,,<0.005,0.032,,<0.001,0.01,,0.0164,0.00009,0.00027,0.00394,<0.0002,,0.001,<0.00005,,,0.00087,<0.0001,0.0018,0.042,<0.00005,,0.725,0.0012,<0.00002,0.00069,0.00068,,,<0.0001,,<0.0001,,,,,,,,,,0.00007,0.00008,0.0025,,,
Moose-Nero,1998,21-Jul-98,July,,24.4,,6,6.66,<2,,0.4,,,,,,,,<0.005,0.033,,<0.001,0.009,,0.0165,0.0001,0.00027,0.00398,<0.0002,,0.001,<0.00005,,,0.00086,<0.0001,0.0017,0.059,<0.00005,,0.735,0.0012,<0.00002,0.00068,0.00067,,,<0.0001,,<0.0001,,,,,,,,,,0.00007,0.00008,<0.0008,,,
Moose-Nero,1998,21-Jul-98,July,,23.7,,<1,6.68,<2,,0.5,,,,,,,,0.007,0.032,,<0.001,0.009,,0.0174,0.00016,0.00027,0.00392,<0.0002,,0.001,<0.00005,,,0.0008,<0.0001,0.0016,0.04,<0.00005,,0.724,0.0019,<0.00002,0.00067,0.00065,,,<0.0001,,<0.0001,,,,,,,,,,0.00007,0.00007,<0.0008,,,
Counts Outflow,1998,22-Jul-98,July,,15,,4,6.81,<2,,0.4,,,,,,,,0.015,0.01,,<0.001,0.008,,0.0102,0.00011,0.00027,0.00221,<0.0002,,<0.001,<0.00005,,,0.00046,<0.0001,0.001,0.02,<0.00005,,0.565,0.0016,<0.00002,0.00009,0.0004,,,<0.0001,,<0.0001,,,,,,,,,,0.00005,<0.00005,<0.0008,,,
Counts Outflow,1998,22-Jul-98,July,,12.4,,3,6.64,<2,,0.4,,,,,,,,<0.005,0.01,,<0.001,0.008,,0.0099,0.0004,0.00029,0.00115,<0.0002,,<0.001,<0.00005,,,0.00038,<0.0001,0.0007,0.027,<0.00005,,0.419,0.001,<0.00002,<0.00006,0.00031,,,<0.0001,,<0.0001,,,,,,,,,,<0.00005,<0.00005,0.0025,,,
Counts Outflow,1998,22-Jul-98,July,,14.8,,3,6.64,<2,,0.5,,,,,,,,0.006,0.01,,<0.001,0.02,,0.0099,0.00007,0.00028,0.00104,<0.0002,,<0.001,<0.00005,,,0.00049,<0.0001,<0.0006,0.027,<0.00005,,0.409,0.0008,<0.00002,<0.00006,0.00026,,,<0.0001,,<0.0001,,,,,,,,,,<0.00005,<0.00005,<0.0008,,,
Nanuq Outflow,1998,22-Jul-98,July,,12.1,,3,6.34,4,,<0.1,,,,,,,,<0.005,0.008,,<0.001,0.004,,0.0021,0.0001,0.00011,0.00114,<0.0002,,<0.001,<0.00005,,,0.00034,<0.0001,<0.0006,<0.005,<0.00005,,0.418,0.0011,<0.00002,<0.00006,0.00011,,,<0.0001,,<0.0001,,,,,,,,,,<0.00005,<0.00005,<0.0008,,,
Nanuq Outflow,1998,22-Jul-98,July,,11.9,,3,6.46,2,,0,,,,,,,,<0.005,0.007,,<0.001,0.003,,0.0023,0.00011,0.0001,0.0011,<0.0002,,<0.001,<0.00005,,,0.00035,<0.0001,<0.0006,<0.005,<0.00005,,0.412,0.0004,<0.00002,<0.00006,0.00012,,,<0.0001,,<0.0001,,,,,,,,,,<0.00005,<0.00005,<0.0008,,,
Nanuq Outflow,1998,22-Jul-98,July,,14.3,,3,6.44,4,,0.2,,,,,,,,<0.005,0.007,,<0.001,0.004,,0.002,0.0001,0.0001,0.0011,<0.0002,,<0.001,<0.00005,,,0.00031,<0.0001,<0.0006,<0.005,<0.00005,,0.413,0.0005,<0.00002,<0.00006,0.00011,,,<0.0001,,<0.0001,,,,,,,,,,<0.00005,<0.00005,<0.0008,,,
Slipper-Lac de Gras,1998,23-Jul-98,July,,18.8,,4,6.83,<2,,0.5,,,,,,,,<0.005,<0.006,,<0.001,0.006,,0.0101,0.00011,0.00027,0.00231,<0.0002,,0.001,<0.00005,,,0.00057,<0.0001,0.0014,0.016,<0.00005,,0.57,0.0017,<0.00002,0.0001,0.00046,,,<0.0001,,<0.0001,,,,,,,,,,0.00005,<0.00005,0.0014,,,
Slipper-Lac de Gras,1998,23-Jul-98,July,,18.8,,4,6.73,<2,,0.5,,,,,,,,<0.005,<0.006,,<0.001,0.007,,0.0106,0.00013,0.00027,0.00226,<0.0002,,<0.001,<0.00005,,,0.00049,<0.0001,0.001,0.02,<0.00005,,0.562,0.0018,<0.00002,0.00009,0.00039,,,<0.0001,,<0.0001,,,,,,,,,,0.00005,<0.00005,<0.0008,,,
Slipper-Lac de Gras,1998,23-Jul-98,July,,20.2,,4,6.86,3,,0.7,,,,,,,,<0.005,<0.006,,<0.001,0.007,,0.0102,0.00012,0.00026,0.00226,<0.0002,,<0.001,<0.00005,,,0.00047,<0.0001,0.0011,0.02,<0.00005,,0.845,0.0018,<0.00002,0.00009,0.0004,,,<0.0001,,<0.0001,,,,,,,,,,0.00005,<0.00005,<0.0008,,,
Kodiak-Little,1998,24-Jul-98,July,,27.2,,6,6.84,<2,,1.6,,,,,,,,0.009,<0.006,<0.001,0.024,,,0.0116,0.00014,0.00046,0.00587,<0.0002,,0.002,<0.00005,,,0.00118,<0.0001,0.0025,0.044,<0.00005,,0.769,0.002,<0.00002,0.00183,0.00118,,,<0.0001,,<0.0001,,,,,,,,,,0.00011,0.00008,0.0025,,,
Kodiak-Little,1998,24-Jul-98,July,,27.9,,6,6.95,3,,1.5,,,,,,,,0.007,<0.006,<0.001,0.024,,,0.0118,0.00035,0.00046,0.00574,<0.0002,,0.002,<0.00005,,,0.00105,<0.0001,0.0025,0.047,<0.00005,,0.771,0.0013,<0.00002,0.00178,0.00116,,,<0.0001,,<0.0001,,,,,,,,,,0.00011,0.00007,0.0014,,,
Kodiak-Little,1998,24-Jul-98,July,,28.1,,6,6.88,7,,1.6,,,,,,,,0.007,<0.006,<0.001,0.024,,,0.012,0.00036,0.00046,0.00582,<0.0002,,0.002,<0.00005,,,0.00102,<0.0001,0.0025,0.044,<0.00005,,0.764,0.0015,<0.00002,0.00181,0.00115,,,<0.0001,,<0.0001,,,,,,,,,,0.00011,0.00008,0.0013,,,
Nema-Martine,1998,25-Jul-98,July,,23.7,,6,6.94,5,,0.7,,,,,,,,0.021,0.006,,0.001,0.012,,0.0106,0.0001,0.00026,0.00299,<0.0002,,0.001,<0.00005,,,0.00077,<0.0001,0.0015,0.042,0.00007,,0.733,0.0035,<0.00002,0.00053,0.00048,,,<0.0001,,<0.0001,,,,,,,,,,0.00005,<0.00005,0.0017,,,
Nema-Martine,1998,25-Jul-98,July,,23.6,,6,6.94,4,,0.9,,,,,,,,0.019,0.006,,<0.001,0.012,,0.0112,0.00009,0.00025,0.00289,<0.0002,,0.001,<0.00005,,,0.00076,<0.0001,0.0012,0.041,<0.00005,,0.722,0.0021,<0.00002,0.00035,0.00046,,,<0.0001,,<0.0001,,,,,,,,,,0.00005,<0.00005,0.0017,,,
Nema-Martine,1998,25-Jul-98,July,,22.1,,5,6.83,4,,0.8,,,,,,,,0.01,<0.006,,<0.001,0.011,,0.0107,0.00006,0.00025,0.00291,<0.0002,,0.001,<0.00005,,,0.00077,<0.0001,0.0012,0.046,<0.00005,,0.717,0.0025,<0.00002,0.00033,0.00042,,,<0.0001,,<0.0001,,,,,,,,,,0.00005,<0.00005,<0.0008,,,
Kodiak-Little,1998,28-Jul-98,July,,15,9,7.33,7.28,6,,3,7,,,,1.1,,2,0.003468325,<0.001,0.000534801,0.001238952,0.03,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kodiak-Little,1998,11-Aug-98,August,,24,14,7.23,6.71,8,,3,7,,,,1,,2,0.009335683,0.020696454,<0.001,0.002488007,0.029,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moose-Nero,1998,16-Aug-98,August,,25.3,,5,6.87,<2,,0.6,,,,,,,,0.022,0.038,,<0.001,0.008,,0.0121,0.00011,0.00021,0.00304,<0.0002,,<0.001,<0.00005,,,0.00043,<0.0001,0.0011,0.011,<0.00005,,0.566,0.0002,<0.00002,0.00018,0.00046,,,<0.0001,,<0.0001,,,,,,,,,,0.00005,<0.00005,0.001,,,
Moose-Nero,1998,16-Aug-98,August,,18.1,,5,6.64,<2,,0.5,,,,,,,,0.021,0.033,,<0.001,0.008,,0.01,0.00009,0.00022,0.00304,<0.0002,,<0.001,<0.00005,,,0.0004,<0.0001,0.0011,0.011,<0.00005,,0.562,0.0002,<0.00002,0.00018,0.00044,,,<0.0001,,<0.0001,,,,,,,,,,0.00005,<0.00005,<0.0008,,,
Moose-Nero,1998,16-Aug-98,August,,19.2,,4,6.67,<2,,0.5,,,,,,,,0.021,0.033,,<0.001,0.008,,0.0081,0.00011,0.00023,0.003,<0.0002,,<0.001,<0.00005,,,0.00044,<0.0001,0.0011,0.012,<0.00005,,0.561,0.0007,<0.00002,0.00017,0.00042,,,<0.0001,,<0.0001,,,,,,,,,,0.00005,<0.00005,<0.0008,,,
Vulture-Polar,1998,16-Aug-98,August,,17.2,,4,6.67,<2,,0.6,,,,,,,,0.013,0.016,,0.001,0.006,,0.0192,0.00011,0.00027,0.00261,<0.0002,,<0.001,<0.00005,,,0.0003,<0.0001,0.0008,0.09,<0.00005,,0.522,0.0003,<0.00002,<0.00006,0.00047,,,<0.0001,,<0.0001,,,,,,,,,,<0.00005,0.00006,<0.0008,,,
Vulture-Polar,1998,16-Aug-98,August,,16,,4,6.52,<2,,0.6,,,,,,,,0.014,0.015,,<0.001,0.006,,0.017,0.00012,0.00027,0.00279,<0.0002,,<0.001,<0.00005,,,0.00043,<0.0001,0.0009,0.084,<0.00005,,0.53,0.0016,<0.00002,<0.00006,0.00049,,,<0.0001,,<0.0001,,,,,,,,,,<0.00005,0.00006,<0.0008,,,
Vulture-Polar,1998,16-Aug-98,August,,15,,4,6.45,<2,,0.6,,,,,,,,0.011,0.016,,<0.001,0.006,,0.0213,0.00012,0.00027,0.00282,<0.0002,,<0.001,<0.00005,,,0.0004,<0.0001,0.0009,0.113,<0.00005,,0.528,0.0005,<0.00002,<0.00006,0.0005,,,<0.0001,,<0.0001,,,,,,,,,,<0.00005,0.00006,<0.0008,,,
Lower PDC,1998,17-Aug-98,August,,57.8,,,6.7,7,,4.7,,,,,,,,0.052,1.02,,0.0005,0.01,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1616-30 (LLCF),1998,18-Aug-98,August,,,,,6.7,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Counts Outflow,1998,18-Aug-98,August,,15,,3,6.45,<2,,0.5,,,,,,,,0.011,0.017,,0.001,0.01,,0.001,0.00016,0.00014,0.00128,<0.0002,,<0.001,<0.00005,,,0.00023,<0.0001,<0.0006,<0.005,<0.00005,,0.319,0.0008,<0.00002,<0.00006,0.00011,,,<0.0001,,<0.0001,,,,,,,,,,<0.00005,<0.00005,<0.0008,,,
Counts Outflow,1998,18-Aug-98,August,,19.6,,3,6.53,<2,,0.6,,,,,,,,0.013,0.013,,0.001,0.01,,0.0075,0.0001,0.00028,0.00118,<0.0002,,<0.001,<0.00005,,,0.00033,<0.0001,<0.0006,0.019,<0.00005,,0.359,0.0003,<0.00002,<0.00006,0.00027,,,<0.0001,,<0.0001,,,,,,,,,,<0.00005,<0.00005,<0.0008,,,
Counts Outflow,1998,18-Aug-98,August,,12.9,,3,6.41,<2,,0.5,,,,,,,,0.012,0.013,,0.001,0.009,,0.0076,0.00012,0.00026,0.0012,<0.0002,,<0.001,<0.00005,,,0.00035,<0.0001,<0.0006,0.02,<0.00005,,0.36,0.0003,<0.00002,<0.00006,0.00026,,,<0.0001,,<0.0001,,,,,,,,,,<0.00005,<0.00005,<0.0008,,,
Nanuq Outflow,1998,18-Aug-98,August,,13.5,,<1,6.5,<2,,0.1,,,,,,,,0.006,0.012,,<0.001,<0.002,,<0.0003,<0.00003,<0.00003,<0.00005,<0.0002,,<0.001,<0.00005,,,<0.00006,<0.0001,<0.0006,<0.005,<0.00005,,<0.004,0.0001,<0.00002,<0.00006,<0.00006,,,<0.0001,,<0.0001,,,,,,,,,,<0.00005,<0.00005,<0.0008,,,
Nanuq Outflow,1998,18-Aug-98,August,,12,,3,6.46,<2,,0.1,,,,,,,,0.006,0.012,,<0.001,<0.002,,0.001,0.00015,0.00015,0.00127,<0.0002,,<0.001,<0.00005,,,0.00011,<0.0001,<0.0006,<0.005,<0.00005,,0.333,<0.0001,<0.00002,<0.00006,0.00014,,,<0.0001,,<0.0001,,,,,,,,,,<0.00005,<0.00005,<0.0008,,,
Nanuq Outflow,1998,18-Aug-98,August,,13.7,,3,6.54,<2,,<0.1,,,,,,,,0.005,0.011,,<0.001,0.002,,0.001,0.00012,0.00014,0.0013,<0.0002,,<0.001,<0.00005,,,0.00019,<0.0001,<0.0006,<0.005,<0.00005,,0.337,0.0007,<0.00002,<0.00006,0.00011,,,<0.0001,,<0.0001,,,,,,,,,,<0.00005,<0.00005,<0.0008,,,
Slipper-Lac de Gras,1998,19-Aug-98,August,,19,,4,6.53,5,,0.8,,,,,,,,0.009,<0.006,,0.002,0.007,,0.0071,0.00013,0.00031,0.00218,<0.0002,,0.001,<0.00005,,,0.00036,<0.0001,0.001,0.013,<0.00005,,0.575,0.0012,<0.00002,0.00008,0.00031,,,<0.0001,,<0.0001,,,,,,,,,,<0.00005,<0.00005,<0.0008,,,
Slipper-Lac de Gras,1998,19-Aug-98,August,,19.3,,4,6.58,4,,0.8,,,,,,,,0.008,<0.006,,0.002,0.006,,0.004,0.00011,0.00031,0.00208,<0.0002,,<0.001,<0.00005,,,0.00028,<0.0001,0.001,0.013,<0.00005,,0.572,0.001,<0.00002,0.00009,0.00029,,,<0.0001,,<0.0001,,,,,,,,,,<0.00005,<0.00005,<0.0008,,,
Slipper-Lac de Gras,1998,19-Aug-98,August,,19.1,,4,6.57,4,,0.8,,,,,,,,0.009,<0.006,,0.002,0.006,,0.0041,0.00006,0.00028,0.00209,<0.0002,,<0.001,<0.00005,,,0.00026,<0.0001,0.001,0.012,<0.00005,,0.571,0.0003,<0.00002,0.00008,0.00028,,,<0.0001,,<0.0001,,,,,,,,,,<0.00005,<0.00005,<0.0008,,,
Kodiak-Little,1998,20-Aug-98,August,,30.4,,3,6.65,3,,1.6,,,,,,,,0.023,<0.006,0.004,0.028,,,0.0067,0.00012,0.00024,0.00117,<0.0002,,<0.001,<0.00005,,,0.00033,<0.0001,<0.0006,0.018,<0.00005,,0.358,0.0003,<0.00002,<0.00006,0.00026,,,<0.0001,,<0.0001,,,,,,,,,,<0.00005,<0.00005,<0.0008,,,
Kodiak-Little,1998,20-Aug-98,August,,29.5,,7,6.67,<2,,1.7,,,,,,,,0.02,<0.006,0.004,0.027,,,0.0096,0.0001,0.00051,0.00608,<0.0002,,0.002,<0.00005,,,0.00101,<0.0001,0.0025,0.034,<0.00005,,0.818,0.0008,<0.00002,0.00129,0.00129,,,<0.0001,,<0.0001,,,,,,,,,,0.00012,0.00005,0.001,,,
Kodiak-Little,1998,20-Aug-98,August,,31,,8,6.6,<2,,1.8,,,,,,,,0.019,<0.006,0.003,0.023,,,0.0134,0.00011,0.00054,0.00611,<0.0002,,0.002,<0.00005,,,0.00108,<0.0001,0.0027,0.032,<0.00005,,0.936,0.0004,<0.00002,0.00132,0.0013,,,<0.0001,,<0.0001,,,,,,,,,,0.00011,0.00005,0.0017,,,
Nema-Martine,1998,21-Aug-98,August,,26.8,,5,6.87,<2,,1,,,,,,,,0.009,<0.006,,0.002,0.008,,0.0063,0.0001,0.00019,0.00253,<0.0002,,<0.001,<0.00005,,,0.00049,<0.0001,0.0011,0.013,<0.00005,,0.636,0.0013,<0.00002,0.00028,0.00038,,,<0.0001,,<0.0001,,,,,,,,,,<0.00005,<0.00005,<0.0008,,,
Nema-Martine,1998,21-Aug-98,August,,26,,5,6.85,2,,0.9,,,,,,,,0.009,<0.006,,0.002,0.008,,0.0079,0.00007,0.00021,0.00243,<0.0002,,<0.001,<0.00005,,,0.0004,<0.0001,0.001,0.012,<0.00005,,0.624,0.0023,<0.00002,0.00026,0.00038,,,<0.0001,,<0.0001,,,,,,,,,,<0.00005,<0.00005,<0.0008,,,
Nema-Martine,1998,21-Aug-98,August,,22.2,,5,6.71,4,,0.7,,,,,,,,0.009,<0.006,,0.002,0.008,,0.0076,0.00009,0.00021,0.00252,<0.0002,,<0.001,<0.00005,,,0.00048,<0.0001,0.001,0.011,<0.00005,,0.651,0.0004,<0.00002,0.00028,0.00038,,,<0.0001,,<0.0001,,,,,,,,,,<0.00005,<0.00005,<0.0008,,,
